"id","user_id","type","per_trade_limit","total_budget","target","is_power_mode","is_active","start_date","end_date","created_at","updated_at"
307,9475,"recurring","100",NULL,NULL,False,True,"2014-07-29 13:31:37.59053","2014-08-05 13:31:37.59053","2014-07-29 13:31:37.576225","2014-07-29 13:31:37.576225"
316,372,"recurring",NULL,"0.5",NULL,True,True,"2014-07-29 17:29:13.568573",NULL,"2014-07-29 17:29:13.547671","2014-07-29 17:29:13.547671"
315,372,"recurring",NULL,"0.5",NULL,True,True,"2014-07-29 17:29:01.716796",NULL,"2014-07-29 17:29:01.693485","2014-07-29 17:29:01.693485"
345,54,"recurring",NULL,"0.5",NULL,True,True,"2014-07-31 13:26:24.899338",NULL,"2014-07-31 13:26:24.883268","2014-07-31 13:26:24.883268"
314,372,"recurring",NULL,"0.5",NULL,True,True,"2014-07-29 17:28:44.036133",NULL,"2014-07-29 17:28:44.013895","2014-07-29 17:28:44.013895"
320,9494,"recurring","100",NULL,NULL,False,True,"2014-07-30 08:41:04.493281","2014-08-06 08:41:04.493281","2014-07-30 08:41:04.477394","2014-07-30 08:41:04.477394"
321,9496,"recurring","100",NULL,NULL,False,True,"2014-07-30 09:28:42.091655","2014-08-06 09:28:42.091655","2014-07-30 09:28:42.076218","2014-07-30 09:28:42.076218"
322,9499,"recurring","100",NULL,NULL,False,True,"2014-07-30 10:27:51.232893","2014-08-06 10:27:51.232893","2014-07-30 10:27:51.217544","2014-07-30 10:27:51.217544"
323,9501,"recurring","100",NULL,NULL,False,False,"2014-07-30 10:49:56.663642","2014-08-06 10:49:56.663642","2014-07-30 10:49:56.64762","2014-07-30 10:49:56.64762"
324,9505,"recurring","100",NULL,NULL,False,True,"2014-07-30 11:05:27.652021","2014-08-06 11:05:27.652021","2014-07-30 11:05:27.637419","2014-07-30 11:05:27.637419"
325,9507,"recurring","100",NULL,NULL,False,True,"2014-07-30 12:07:48.971416","2014-08-06 12:07:48.971416","2014-07-30 12:07:48.956055","2014-07-30 12:07:48.956055"
326,9514,"recurring","100",NULL,NULL,False,True,"2014-07-30 13:01:29.82301","2014-08-06 13:01:29.82301","2014-07-30 13:01:29.80778","2014-07-30 13:01:29.80778"
327,9518,"recurring","100",NULL,NULL,False,True,"2014-07-30 14:24:35.206068","2014-08-06 14:24:35.206068","2014-07-30 14:24:35.190365","2014-07-30 14:24:35.190365"
328,9519,"recurring","100",NULL,NULL,False,True,"2014-07-30 14:59:21.066075","2014-08-06 14:59:21.066075","2014-07-30 14:59:21.051143","2014-07-30 14:59:21.051143"
329,9523,"recurring","100",NULL,NULL,False,True,"2014-07-30 17:41:28.297297","2014-08-06 17:41:28.297297","2014-07-30 17:41:28.282365","2014-07-30 17:41:28.282365"
318,372,"recurring",NULL,"283.8787248975",NULL,True,False,"2014-07-29 19:41:19.947632",NULL,"2014-07-29 19:41:19.925468","2014-07-29 19:41:19.925468"
311,372,"recurring",NULL,"300",NULL,True,False,"2014-07-29 15:15:41.52482",NULL,"2014-07-29 15:15:41.506012","2014-07-29 15:15:41.506012"
317,372,"recurring",NULL,"271.7950278656",NULL,True,False,"2014-07-29 17:29:57.43589",NULL,"2014-07-29 17:29:56.899587","2014-07-29 17:29:56.899587"
310,372,"recurring",NULL,"300",NULL,True,False,"2014-07-29 14:46:19.442192",NULL,"2014-07-29 14:46:19.424646","2014-07-29 14:46:19.424646"
330,9537,"recurring","100",NULL,NULL,False,True,"2014-07-30 23:03:54.987894","2014-08-06 23:03:54.987894","2014-07-30 23:03:54.965615","2014-07-30 23:03:54.965615"
331,9539,"recurring","100",NULL,NULL,False,True,"2014-07-31 00:06:39.878306","2014-08-07 00:06:39.878306","2014-07-31 00:06:39.863327","2014-07-31 00:06:39.863327"
332,9540,"recurring","100",NULL,NULL,False,True,"2014-07-31 00:41:39.137991","2014-08-07 00:41:39.137991","2014-07-31 00:41:39.122792","2014-07-31 00:41:39.122792"
333,9541,"recurring","100",NULL,NULL,False,True,"2014-07-31 00:53:20.910325","2014-08-07 00:53:20.910325","2014-07-31 00:53:20.894441","2014-07-31 00:53:20.894441"
334,9542,"recurring","100",NULL,NULL,False,True,"2014-07-31 00:55:56.529468","2014-08-07 00:55:56.529468","2014-07-31 00:55:56.51406","2014-07-31 00:55:56.51406"
335,9543,"recurring","100",NULL,NULL,False,True,"2014-07-31 01:10:19.874976","2014-08-07 01:10:19.874976","2014-07-31 01:10:19.858697","2014-07-31 01:10:19.858697"
338,9551,"recurring","100",NULL,NULL,False,True,"2014-07-31 06:20:11.21034","2014-08-07 06:20:11.21034","2014-07-31 06:20:11.192778","2014-07-31 06:20:11.192778"
339,9552,"recurring","100",NULL,NULL,False,True,"2014-07-31 06:51:14.129753","2014-08-07 06:51:14.129753","2014-07-31 06:51:14.114751","2014-07-31 06:51:14.114751"
341,9553,"recurring","100",NULL,NULL,False,True,"2014-07-31 09:36:30.785607","2014-08-07 09:36:30.785607","2014-07-31 09:36:30.770113","2014-07-31 09:36:30.770113"
342,9557,"recurring","100",NULL,NULL,False,True,"2014-07-31 12:10:09.489561","2014-08-07 12:10:09.489561","2014-07-31 12:10:09.47287","2014-07-31 12:10:09.47287"
343,9561,"recurring","100",NULL,NULL,False,True,"2014-07-31 12:52:50.165359","2014-08-07 12:52:50.165359","2014-07-31 12:52:50.143017","2014-07-31 12:52:50.143017"
344,9563,"recurring","100",NULL,NULL,False,True,"2014-07-31 13:25:52.753516","2014-08-07 13:25:52.753516","2014-07-31 13:25:52.738873","2014-07-31 13:25:52.738873"
340,59,"recurring",NULL,"300",NULL,True,False,"2014-07-31 08:25:09.685377",NULL,"2014-07-31 08:25:09.669824","2014-07-31 08:25:09.669824"
346,9572,"recurring","100",NULL,NULL,False,True,"2014-07-31 18:04:43.868772","2014-08-07 18:04:43.868772","2014-07-31 18:04:43.852758","2014-07-31 18:04:43.852758"
347,9575,"recurring","100",NULL,NULL,False,True,"2014-07-31 18:13:54.476129","2014-08-07 18:13:54.476129","2014-07-31 18:13:54.458372","2014-07-31 18:13:54.458372"
348,9584,"recurring","100",NULL,NULL,False,True,"2014-07-31 23:12:19.962447","2014-08-07 23:12:19.962447","2014-07-31 23:12:19.947595","2014-07-31 23:12:19.947595"
349,9587,"recurring","100",NULL,NULL,False,True,"2014-07-31 23:53:28.757697","2014-08-07 23:53:28.757697","2014-07-31 23:53:28.733212","2014-07-31 23:53:28.733212"
371,372,"recurring",NULL,"300",NULL,True,False,"2014-08-04 00:58:39.136976",NULL,"2014-08-04 00:58:39.114112","2014-08-04 00:58:39.114112"
364,5122,"recurring",NULL,"300",NULL,True,False,"2014-08-02 00:31:11.519678",NULL,"2014-08-02 00:31:11.50222","2014-08-02 00:31:11.50222"
350,9588,"recurring","100",NULL,NULL,False,True,"2014-08-01 00:31:58.627143","2014-08-08 00:31:58.627143","2014-08-01 00:31:58.611502","2014-08-01 00:31:58.611502"
351,9591,"recurring","100",NULL,NULL,False,True,"2014-08-01 01:41:10.935799","2014-08-08 01:41:10.935799","2014-08-01 01:41:10.918468","2014-08-01 01:41:10.918468"
353,9596,"recurring","100",NULL,NULL,False,True,"2014-08-01 08:08:52.194875","2014-08-08 08:08:52.194875","2014-08-01 08:08:52.180051","2014-08-01 08:08:52.180051"
354,9598,"recurring","100",NULL,NULL,False,True,"2014-08-01 09:47:17.097688","2014-08-08 09:47:17.097688","2014-08-01 09:47:17.082009","2014-08-01 09:47:17.082009"
355,9587,"recurring","100",NULL,NULL,False,True,"2014-08-01 23:29:34.240658","2014-08-08 23:29:34.240658","2014-08-01 23:29:34.223632","2014-08-01 23:29:34.223632"
356,9587,"recurring","100",NULL,NULL,False,True,"2014-08-01 23:31:05.176004","2014-08-08 23:31:05.176004","2014-08-01 23:31:05.158648","2014-08-01 23:31:05.158648"
357,9587,"recurring","100",NULL,NULL,False,True,"2014-08-01 23:31:44.592106","2014-08-08 23:31:44.592106","2014-08-01 23:31:44.573224","2014-08-01 23:31:44.573224"
358,9587,"recurring","100",NULL,NULL,False,True,"2014-08-01 23:34:38.869737","2014-08-08 23:34:38.869737","2014-08-01 23:34:38.849936","2014-08-01 23:34:38.849936"
319,372,"recurring",NULL,"0.5",NULL,True,True,"2014-07-29 20:25:11.702855",NULL,"2014-07-29 20:25:11.678778","2014-07-29 20:25:11.678778"
352,5122,"recurring",NULL,"288.811843957",NULL,True,False,"2014-08-01 07:42:58.33336",NULL,"2014-08-01 07:42:58.317422","2014-08-01 07:42:58.317422"
365,2299,"recurring",NULL,"300",NULL,True,False,"2014-08-02 00:45:39.271702",NULL,"2014-08-02 00:45:39.253814","2014-08-02 00:45:39.253814"
369,8935,"recurring",NULL,"300",NULL,True,True,"2014-08-02 01:27:09.009093",NULL,"2014-08-02 01:27:08.992419","2014-08-02 01:27:08.992419"
337,2299,"recurring",NULL,"256.4311160282",NULL,True,False,"2014-07-31 05:51:08.383467",NULL,"2014-07-31 05:51:08.366659","2014-07-31 05:51:08.366659"
370,372,"recurring",NULL,"196.7914167643",NULL,True,False,"2014-08-02 02:34:00.635532",NULL,"2014-08-02 02:34:00.615438","2014-08-02 02:34:00.615438"
363,5122,"recurring",NULL,"0.5",NULL,True,True,"2014-08-02 00:30:03.179379",NULL,"2014-08-02 00:30:03.162838","2014-08-02 00:30:03.162838"
336,2299,"recurring",NULL,"300",NULL,True,False,"2014-07-31 05:41:34.068327",NULL,"2014-07-31 05:41:34.046045","2014-07-31 05:41:34.046045"
366,2299,"recurring",NULL,"300",NULL,True,False,"2014-08-02 00:46:58.439984",NULL,"2014-08-02 00:46:58.421004","2014-08-02 00:46:58.421004"
367,2299,"recurring",NULL,"225.0517640077",NULL,True,False,"2014-08-02 00:48:09.709146",NULL,"2014-08-02 00:48:09.690771","2014-08-02 00:48:09.690771"
376,2150,"recurring","100",NULL,NULL,False,True,"2014-08-05 23:02:30.531616","2014-08-12 23:02:30.531616","2014-08-05 23:02:30.514913","2014-08-05 23:02:30.514913"
360,5282,"recurring",NULL,"215.4854890538",NULL,True,False,"2014-08-02 00:16:26.878675",NULL,"2014-08-02 00:16:26.861925","2014-08-02 00:16:26.861925"
373,2058,"recurring","100",NULL,NULL,False,True,"2014-08-05 09:41:50.115745","2014-08-12 09:41:50.115745","2014-08-05 09:41:50.09006","2014-08-05 09:41:50.09006"
374,9621,"recurring","100",NULL,NULL,False,True,"2014-08-05 14:45:24.670158","2014-08-12 14:45:24.670158","2014-08-05 14:45:24.645656","2014-08-05 14:45:24.645656"
375,720,"recurring","100",NULL,NULL,False,True,"2014-08-05 15:28:20.557376","2014-08-12 15:28:20.557376","2014-08-05 15:28:20.532277","2014-08-05 15:28:20.532277"
305,54,"recurring",NULL,"294.20779067686",NULL,True,False,"2014-07-29 13:07:33.841566",NULL,"2014-07-29 13:07:33.827184","2014-07-29 13:07:33.827184"
377,2150,"recurring","100",NULL,NULL,False,True,"2014-08-05 23:02:51.306914","2014-08-12 23:02:51.306914","2014-08-05 23:02:51.287974","2014-08-05 23:02:51.287974"
378,2150,"recurring","100",NULL,NULL,False,True,"2014-08-05 23:03:03.81874","2014-08-12 23:03:03.81874","2014-08-05 23:03:03.7993","2014-08-05 23:03:03.7993"
379,2150,"recurring","100",NULL,NULL,False,True,"2014-08-05 23:03:16.5452","2014-08-12 23:03:16.5452","2014-08-05 23:03:16.524968","2014-08-05 23:03:16.524968"
372,4769,"recurring",NULL,"148.014450562",NULL,True,False,"2014-08-04 12:38:55.614954",NULL,"2014-08-04 12:38:55.599403","2014-08-04 12:38:55.599403"
361,5282,"recurring",NULL,"300",NULL,True,False,"2014-08-02 00:24:03.184888",NULL,"2014-08-02 00:24:03.069375","2014-08-02 00:24:03.069375"
359,5282,"recurring",NULL,"298.31052028391",NULL,True,False,"2014-08-02 00:15:15.434542",NULL,"2014-08-02 00:15:15.418919","2014-08-02 00:15:15.418919"
362,5122,"recurring",NULL,"217.64244544883",NULL,True,True,"2014-08-02 00:29:19.130001",NULL,"2014-08-02 00:29:19.114609","2014-08-02 00:29:19.114609"
380,8995,"recurring","100",NULL,NULL,False,True,"2014-08-05 23:05:15.738226","2014-08-12 23:05:15.738226","2014-08-05 23:05:15.720174","2014-08-05 23:05:15.720174"
382,8995,"recurring","100",NULL,NULL,False,True,"2014-08-05 23:06:11.203013","2014-08-12 23:06:11.203013","2014-08-05 23:06:11.183833","2014-08-05 23:06:11.183833"
386,8995,"recurring","100",NULL,NULL,False,True,"2014-08-05 23:10:57.184974","2014-08-12 23:10:57.184974","2014-08-05 23:10:57.161146","2014-08-05 23:10:57.161146"
388,2150,"recurring","100",NULL,NULL,False,True,"2014-08-05 23:13:18.512861","2014-08-12 23:13:18.512861","2014-08-05 23:13:18.48994","2014-08-05 23:13:18.48994"
390,8995,"recurring","100",NULL,NULL,False,True,"2014-08-05 23:14:45.414528","2014-08-12 23:14:45.414528","2014-08-05 23:14:45.380763","2014-08-05 23:14:45.380763"
391,8995,"recurring","100",NULL,NULL,False,True,"2014-08-05 23:17:10.318712","2014-08-12 23:17:10.318712","2014-08-05 23:17:10.293605","2014-08-05 23:17:10.293605"
392,8995,"recurring","100",NULL,NULL,False,True,"2014-08-05 23:17:31.093659","2014-08-12 23:17:31.093659","2014-08-05 23:17:31.068097","2014-08-05 23:17:31.068097"
401,8995,"recurring","100",NULL,NULL,False,True,"2014-08-05 23:24:25.617801","2014-08-12 23:24:25.617801","2014-08-05 23:24:25.571959","2014-08-05 23:24:25.571959"
405,8995,"recurring","100",NULL,NULL,False,True,"2014-08-05 23:26:44.127474","2014-08-12 23:26:44.127474","2014-08-05 23:26:44.088646","2014-08-05 23:26:44.088646"
409,8995,"recurring","100",NULL,NULL,False,True,"2014-08-05 23:30:31.263236","2014-08-12 23:30:31.263236","2014-08-05 23:30:31.220898","2014-08-05 23:30:31.220898"
411,8995,"recurring","100",NULL,NULL,False,True,"2014-08-05 23:33:04.077898","2014-08-12 23:33:04.077898","2014-08-05 23:33:04.023256","2014-08-05 23:33:04.023256"
412,8995,"recurring","100",NULL,NULL,False,True,"2014-08-05 23:33:20.688508","2014-08-12 23:33:20.688508","2014-08-05 23:33:20.645187","2014-08-05 23:33:20.645187"
425,8995,"recurring","100",NULL,NULL,False,True,"2014-08-05 23:49:01.282562","2014-08-12 23:49:01.282562","2014-08-05 23:49:01.209535","2014-08-05 23:49:01.209535"
430,59,"recurring",NULL,"299.373548076928",NULL,True,True,"2014-08-06 08:21:21.096262",NULL,"2014-08-06 08:21:21.079935","2014-08-06 08:21:21.079935"
368,8935,"recurring",NULL,"257.95856860633",NULL,True,False,"2014-08-02 01:25:33.947351",NULL,"2014-08-02 01:25:33.931386","2014-08-02 01:25:33.931386"
381,2150,"recurring","100",NULL,NULL,False,True,"2014-08-05 23:05:21.321541","2014-08-12 23:05:21.321541","2014-08-05 23:05:21.300945","2014-08-05 23:05:21.300945"
396,8995,"recurring","100",NULL,NULL,False,True,"2014-08-05 23:19:07.601503","2014-08-12 23:19:07.601503","2014-08-05 23:19:07.571088","2014-08-05 23:19:07.571088"
403,8995,"recurring","100",NULL,NULL,False,True,"2014-08-05 23:25:49.110816","2014-08-12 23:25:49.110816","2014-08-05 23:25:49.074203","2014-08-05 23:25:49.074203"
413,8995,"recurring","100",NULL,NULL,False,True,"2014-08-05 23:33:39.135215","2014-08-12 23:33:39.135215","2014-08-05 23:33:39.089242","2014-08-05 23:33:39.089242"
417,8995,"recurring","100",NULL,NULL,False,True,"2014-08-05 23:37:50.320542","2014-08-12 23:37:50.320542","2014-08-05 23:37:50.271575","2014-08-05 23:37:50.271575"
423,8995,"recurring","100",NULL,NULL,False,True,"2014-08-05 23:41:55.789366","2014-08-12 23:41:55.789366","2014-08-05 23:41:55.734316","2014-08-05 23:41:55.734316"
434,9641,"recurring","100",NULL,NULL,False,True,"2014-08-07 21:52:32.362889","2014-08-14 21:52:32.362889","2014-08-07 21:52:32.344325","2014-08-07 21:52:32.344325"
436,9641,"recurring","100",NULL,NULL,False,True,"2014-08-07 21:57:23.022202","2014-08-14 21:57:23.022202","2014-08-07 21:57:23.002489","2014-08-07 21:57:23.002489"
383,8995,"recurring","100",NULL,NULL,False,True,"2014-08-05 23:06:42.900629","2014-08-12 23:06:42.900629","2014-08-05 23:06:42.877035","2014-08-05 23:06:42.877035"
384,8995,"recurring","100",NULL,NULL,False,True,"2014-08-05 23:09:35.314964","2014-08-12 23:09:35.314964","2014-08-05 23:09:35.283507","2014-08-05 23:09:35.283507"
393,8995,"recurring","100",NULL,NULL,False,True,"2014-08-05 23:17:51.515905","2014-08-12 23:17:51.515905","2014-08-05 23:17:51.489576","2014-08-05 23:17:51.489576"
395,8995,"recurring","100",NULL,NULL,False,True,"2014-08-05 23:18:39.259888","2014-08-12 23:18:39.259888","2014-08-05 23:18:39.232243","2014-08-05 23:18:39.232243"
397,8995,"recurring","100",NULL,NULL,False,True,"2014-08-05 23:19:23.532813","2014-08-12 23:19:23.532813","2014-08-05 23:19:23.497782","2014-08-05 23:19:23.497782"
408,8995,"recurring","100",NULL,NULL,False,True,"2014-08-05 23:30:05.272278","2014-08-12 23:30:05.272278","2014-08-05 23:30:05.231479","2014-08-05 23:30:05.231479"
414,8995,"recurring","100",NULL,NULL,False,True,"2014-08-05 23:33:41.373493","2014-08-12 23:33:41.373493","2014-08-05 23:33:41.325898","2014-08-05 23:33:41.325898"
418,8995,"recurring","100",NULL,NULL,False,True,"2014-08-05 23:39:48.832792","2014-08-12 23:39:48.832792","2014-08-05 23:39:48.772763","2014-08-05 23:39:48.772763"
421,8995,"recurring","100",NULL,NULL,False,True,"2014-08-05 23:41:32.61977","2014-08-12 23:41:32.61977","2014-08-05 23:41:32.567406","2014-08-05 23:41:32.567406"
422,8995,"recurring","100",NULL,NULL,False,True,"2014-08-05 23:41:41.888023","2014-08-12 23:41:41.888023","2014-08-05 23:41:41.833877","2014-08-05 23:41:41.833877"
424,8995,"recurring","100",NULL,NULL,False,True,"2014-08-05 23:44:03.357218","2014-08-12 23:44:03.357218","2014-08-05 23:44:03.30335","2014-08-05 23:44:03.30335"
427,8995,"recurring","100",NULL,NULL,False,True,"2014-08-05 23:49:35.923563","2014-08-12 23:49:35.923563","2014-08-05 23:49:35.866668","2014-08-05 23:49:35.866668"
435,9641,"recurring","100",NULL,NULL,False,True,"2014-08-07 21:57:01.569716","2014-08-14 21:57:01.569716","2014-08-07 21:57:01.550642","2014-08-07 21:57:01.550642"
385,8995,"recurring","100",NULL,NULL,False,True,"2014-08-05 23:09:48.255137","2014-08-12 23:09:48.255137","2014-08-05 23:09:48.224023","2014-08-05 23:09:48.224023"
387,2150,"recurring","100",NULL,NULL,False,True,"2014-08-05 23:12:21.372422","2014-08-12 23:12:21.372422","2014-08-05 23:12:21.350483","2014-08-05 23:12:21.350483"
389,2150,"recurring","100",NULL,NULL,False,True,"2014-08-05 23:13:54.982968","2014-08-12 23:13:54.982968","2014-08-05 23:13:54.958616","2014-08-05 23:13:54.958616"
394,8995,"recurring","100",NULL,NULL,False,True,"2014-08-05 23:18:25.502968","2014-08-12 23:18:25.502968","2014-08-05 23:18:25.475759","2014-08-05 23:18:25.475759"
398,8995,"recurring","100",NULL,NULL,False,True,"2014-08-05 23:21:14.761898","2014-08-12 23:21:14.761898","2014-08-05 23:21:14.723536","2014-08-05 23:21:14.723536"
399,8995,"recurring","100",NULL,NULL,False,True,"2014-08-05 23:22:12.443453","2014-08-12 23:22:12.443453","2014-08-05 23:22:12.40125","2014-08-05 23:22:12.40125"
400,8995,"recurring","100",NULL,NULL,False,True,"2014-08-05 23:24:09.102219","2014-08-12 23:24:09.102219","2014-08-05 23:24:09.069088","2014-08-05 23:24:09.069088"
402,8995,"recurring","100",NULL,NULL,False,True,"2014-08-05 23:25:29.012175","2014-08-12 23:25:29.012175","2014-08-05 23:25:28.976659","2014-08-05 23:25:28.976659"
404,8995,"recurring","100",NULL,NULL,False,True,"2014-08-05 23:26:06.521","2014-08-12 23:26:06.521","2014-08-05 23:26:06.483796","2014-08-05 23:26:06.483796"
406,8995,"recurring","100",NULL,NULL,False,True,"2014-08-05 23:29:00.456315","2014-08-12 23:29:00.456315","2014-08-05 23:29:00.395753","2014-08-05 23:29:00.395753"
407,8995,"recurring","100",NULL,NULL,False,True,"2014-08-05 23:29:21.031395","2014-08-12 23:29:21.031395","2014-08-05 23:29:20.9927","2014-08-05 23:29:20.9927"
410,8995,"recurring","100",NULL,NULL,False,True,"2014-08-05 23:32:32.146376","2014-08-12 23:32:32.146376","2014-08-05 23:32:32.10317","2014-08-05 23:32:32.10317"
415,8995,"recurring","100",NULL,NULL,False,True,"2014-08-05 23:36:52.420264","2014-08-12 23:36:52.420264","2014-08-05 23:36:52.374359","2014-08-05 23:36:52.374359"
416,8995,"recurring","100",NULL,NULL,False,True,"2014-08-05 23:37:08.000679","2014-08-12 23:37:08.000679","2014-08-05 23:37:07.954557","2014-08-05 23:37:07.954557"
419,8995,"recurring","100",NULL,NULL,False,True,"2014-08-05 23:40:09.194535","2014-08-12 23:40:09.194535","2014-08-05 23:40:09.146211","2014-08-05 23:40:09.146211"
420,8995,"recurring","100",NULL,NULL,False,True,"2014-08-05 23:41:09.363443","2014-08-12 23:41:09.363443","2014-08-05 23:41:09.31159","2014-08-05 23:41:09.31159"
426,8995,"recurring","100",NULL,NULL,False,True,"2014-08-05 23:49:17.828119","2014-08-12 23:49:17.828119","2014-08-05 23:49:17.770757","2014-08-05 23:49:17.770757"
428,8995,"recurring","100",NULL,NULL,False,True,"2014-08-05 23:52:12.849771","2014-08-12 23:52:12.849771","2014-08-05 23:52:12.767005","2014-08-05 23:52:12.767005"
429,8995,"recurring","100",NULL,NULL,False,True,"2014-08-05 23:56:12.148448","2014-08-12 23:56:12.148448","2014-08-05 23:56:12.089069","2014-08-05 23:56:12.089069"
431,9633,"recurring","100",NULL,NULL,False,True,"2014-08-07 11:07:18.133787","2014-08-14 11:07:18.133787","2014-08-07 11:07:18.117276","2014-08-07 11:07:18.117276"
432,7,"recurring","100",NULL,NULL,False,True,"2014-08-07 12:26:11.786635","2014-08-14 12:26:11.786635","2014-08-07 12:26:11.767321","2014-08-07 12:26:11.767321"
433,9641,"recurring","100",NULL,NULL,False,True,"2014-08-07 21:48:42.159265","2014-08-14 21:48:42.159265","2014-08-07 21:48:42.142597","2014-08-07 21:48:42.142597"
437,9638,"recurring","100",NULL,NULL,False,True,"2014-08-08 00:13:43.093345","2014-08-15 00:13:43.093345","2014-08-08 00:13:43.064715","2014-08-08 00:13:43.064715"
438,9638,"recurring",NULL,"300",NULL,True,True,"2014-08-08 00:32:45.701809",NULL,"2014-08-08 00:32:45.684399","2014-08-08 00:32:45.684399"
441,9638,"recurring",NULL,"300",NULL,True,True,"2014-08-08 00:42:57.028396",NULL,"2014-08-08 00:42:57.00754","2014-08-08 00:42:57.00754"
445,2299,"recurring",NULL,"300",NULL,True,True,"2014-08-08 18:53:34.512038",NULL,"2014-08-08 18:53:34.494142","2014-08-08 18:53:34.494142"
473,9661,"recurring","100",NULL,NULL,False,True,"2014-08-10 23:12:33.582548","2014-08-17 23:12:33.582548","2014-08-10 23:12:33.560691","2014-08-10 23:12:33.560691"
448,4769,"recurring",NULL,"300",NULL,True,False,"2014-08-08 19:02:47.811558",NULL,"2014-08-08 19:02:47.794078","2014-08-08 19:02:47.794078"
479,9638,"recurring",NULL,"300",NULL,True,False,"2014-08-11 16:19:33.576622",NULL,"2014-08-11 16:19:33.549088","2014-08-11 16:19:33.549088"
462,9653,"recurring","100",NULL,NULL,False,True,"2014-08-09 20:04:21.120076","2014-08-16 20:04:21.120076","2014-08-09 20:04:21.089671","2014-08-09 20:04:21.089671"
443,8935,"recurring",NULL,"233.060633003",NULL,True,False,"2014-08-08 17:28:36.764615",NULL,"2014-08-08 17:28:36.7463","2014-08-08 17:28:36.7463"
471,2283,"recurring",NULL,"300",NULL,True,False,"2014-08-10 20:45:21.645731",NULL,"2014-08-10 20:45:21.626763","2014-08-10 20:45:21.626763"
461,9638,"recurring",NULL,"300",NULL,True,False,"2014-08-09 16:07:33.024915",NULL,"2014-08-09 16:07:33.002796","2014-08-09 16:07:33.002796"
475,4769,"recurring",NULL,"300",NULL,True,False,"2014-08-11 12:15:36.409887",NULL,"2014-08-11 12:15:36.390346","2014-08-11 12:15:36.390346"
464,9638,"recurring",NULL,"0.500000000000029",NULL,True,True,"2014-08-10 00:05:25.59118",NULL,"2014-08-10 00:05:25.561011","2014-08-10 00:05:25.561011"
465,9654,"recurring","100",NULL,NULL,False,True,"2014-08-10 00:31:10.914329","2014-08-17 00:31:10.914329","2014-08-10 00:31:10.8769","2014-08-10 00:31:10.8769"
466,9657,"recurring","100",NULL,NULL,False,True,"2014-08-10 14:42:15.505338","2014-08-17 14:42:15.505338","2014-08-10 14:42:15.489078","2014-08-10 14:42:15.489078"
468,9658,"recurring","100",NULL,NULL,False,True,"2014-08-10 17:43:43.310077","2014-08-17 17:43:43.310077","2014-08-10 17:43:43.292177","2014-08-10 17:43:43.292177"
469,9658,"recurring","100",NULL,NULL,False,True,"2014-08-10 17:44:31.681274","2014-08-17 17:44:31.681274","2014-08-10 17:44:31.663852","2014-08-10 17:44:31.663852"
470,9659,"recurring","100",NULL,NULL,False,True,"2014-08-10 18:36:26.647515","2014-08-17 18:36:26.647515","2014-08-10 18:36:26.622396","2014-08-10 18:36:26.622396"
450,8920,"recurring",NULL,"158.91073755",NULL,True,False,"2014-08-09 00:04:28.358661",NULL,"2014-08-09 00:04:28.338854","2014-08-09 00:04:28.338854"
451,8920,"recurring",NULL,"300",NULL,True,False,"2014-08-09 00:07:47.210389",NULL,"2014-08-09 00:07:47.189124","2014-08-09 00:07:47.189124"
456,5122,"recurring",NULL,"300",NULL,True,False,"2014-08-09 01:10:06.027059",NULL,"2014-08-09 01:10:06.003346","2014-08-09 01:10:06.003346"
452,8920,"recurring",NULL,"196.94350815242",NULL,True,False,"2014-08-09 00:09:32.915596",NULL,"2014-08-09 00:09:32.893807","2014-08-09 00:09:32.893807"
474,2283,"recurring",NULL,"54.916610783",NULL,True,False,"2014-08-11 00:42:08.17653",NULL,"2014-08-11 00:42:08.156838","2014-08-11 00:42:08.156838"
442,59,"recurring",NULL,"219.7969145737",NULL,True,False,"2014-08-08 08:33:03.647856",NULL,"2014-08-08 08:33:03.630092","2014-08-08 08:33:03.630092"
454,5122,"recurring",NULL,"298.43730525281",NULL,True,True,"2014-08-09 01:07:58.600593",NULL,"2014-08-09 01:07:58.5816","2014-08-09 01:07:58.5816"
481,9638,"recurring",NULL,"300",NULL,True,False,"2014-08-11 16:22:29.043727",NULL,"2014-08-11 16:22:29.014379","2014-08-11 16:22:29.014379"
455,5122,"recurring",NULL,"0.5",NULL,True,True,"2014-08-09 01:09:17.35052",NULL,"2014-08-09 01:09:17.330567","2014-08-09 01:09:17.330567"
488,45,"recurring",NULL,"300",NULL,True,False,"2014-08-12 11:17:38.29919",NULL,"2014-08-12 11:17:38.281964","2014-08-12 11:17:38.281964"
489,4,"recurring","100",NULL,NULL,False,True,"2014-08-12 13:08:46.03115","2014-08-19 13:08:46.03115","2014-08-12 13:08:46.013204","2014-08-12 13:08:46.013204"
490,9669,"recurring","100",NULL,NULL,False,True,"2014-08-12 16:51:03.729901","2014-08-19 16:51:03.729901","2014-08-12 16:51:03.711674","2014-08-12 16:51:03.711674"
491,9670,"recurring","100",NULL,NULL,False,True,"2014-08-12 17:02:14.698987","2014-08-19 17:02:14.698987","2014-08-12 17:02:14.680848","2014-08-12 17:02:14.680848"
492,9670,"recurring","100",NULL,NULL,False,True,"2014-08-12 17:04:11.32338","2014-08-19 17:04:11.32338","2014-08-12 17:04:11.304352","2014-08-12 17:04:11.304352"
